id,key,isPublic,Chinese,(Traditional),Chinese,(Simplified),English,,,,
1050,0,0,好的，那麻烦你了。,,,,,,,,
1051,0,0,出发吧。,,,,,,,,
1052,0,0,地圖上每走一格會消耗一點體力值,,,,,,,,
1053,0,0,當體力值用完后可以通過使用道具回覆或者等待自然回覆，每五分鐘回覆一點體力值,,,,,,,,
1054,0,0,另外主角每次升級體力值都會補滿,,,,,,,,
1055,0,0,咦，地上似乎有东西在闪。,,,,,,,,
1056,0,0,哇，谁掉的钱袋，你眼睛可真亮，这是要发啊!!,,,,,,,,
1057,0,0,额，真贪财！,,,,,,,,
1058,0,0,在地图中经常可以获得金钱或各种道具。,,,,,,,,
1059,0,0,如果缺钱了可以在各个地图里搜索。,,,,,,,,
1060,0,0,报告，前方有魔物出现,,,,,,,,
1061,0,0,好吧，大家做好战斗准备！,,,,,,,,
1062,0,0,为什么一听到战斗两字我就兴奋，让我也参与战斗试试吧。,,,,,,,,
1063,0,0,看你样子就知道不是普通人，好吧，那你跟我一起出战吧，不过魔兽可不是闹着玩的，丢了小命可别怪我，哈哈。,,,,,,,,
1064,0,0,呜哇哇哇哇!!!,,,,,,,,
1065,0,0,唉，原来只是只小蛤蟆啊。,,,,,,,,
1066,0,0,每個英雄初始等級都為1級，通過戰鬥可以獲得經驗值，當累計經驗值到一定數值后即會升級。,,,,,,,,
1067,0,0,每次升級的時候你的能力值就會得到提升，并恢復生命值和體力。,,,,,,,,
1068,0,0,还挺有两下子的嘛，之前一定有训练过吧？,,,,,,,,
1069,0,0,忘记了，只是一打架我就热血沸腾。,,,,,,,,
1070,0,0,很好奇你失忆前到底是干吗的……,,,,,,,,
1071,0,0,你们是创世之翼吧，你们终于来了，呜呜呜。,,,,,,,,
1072,0,0,是的，是你们发布的委托吧？,,,,,,,,
1073,0,0,是的，最近村子里突然来了一群蛤蟆样子怪物，整个村子都几乎被它毁掉了，快点去救救村民们吧。,,,,,,,,
1074,0,0,知道了，我们加快速度吧。,,,,,,,,
1075,0,0,是！,,,,,,,,
1076,0,0,小子，去搬救兵了啊，没关系，多来点，看本大爷怎么收拾你们！,,,,,,,,
1077,0,0,真狂妄，XXX，你要一起上吗？,,,,,,,,
1078,0,0,我已经迫不及待了，呼呼~,,,,,,,,
1079,0,0,嗯嗯，开打吧。,,,,,,,,
1080,0,0,英雄，饶过我吧，是我有眼不识泰山。,,,,,,,,
1081,0,0,你怎么不饶过这些无辜的村民，滚回你的魔界去吧。,,,,,,,,
1082,0,0,哇啊啊啊啊啊！！！！！,,,,,,,,
1083,0,0,谢谢英雄们，谢谢创世之翼。,,,,,,,,
1084,0,0,没事，有困难找创世就对了，哈哈。,,,,,,,,
1085,0,0,作为感谢，我们沿途准备了一些宝物给你们。,,,,,,,,
1086,0,0,哇，那我就却之不恭了，哈哈哈。,,,,,,,,
1087,0,0,……,,,,,,,,
1088,0,0,你在偷偷的说什么啊？,,,,,,,,
1089,0,0,哇塞，是高级宝箱啊，村民们真客气，哈哈哈!,,,,,,,,
1090,0,0,不打开看看吗？,,,,,,,,
1091,0,0,你急什么，等走出森林再开吧，说不定路上还有敌人，财不可外露懂不，到了安全的地方再打开吧。,,,,,,,,
1092,0,0,这不是你的风格嘛。,,,,,,,,
1093,0,0,你说什么！！！！！,,,,,,,,
1094,0,0,对了，我看你身手不错，有没有兴趣加入创世之翼啊，我们这正缺人手呢。,,,,,,,,
1095,0,0,我都不知道创世之翼是怎么回事……,,,,,,,,
1096,0,0,你只要知道我们是在维护世界和平就行了。,,,,,,,,
1097,0,0,额，在维护世界和平的同时顺便获得一点赏金，哈哈哈！,,,,,,,,
1098,0,0,……,,,,,,,,
1099,0,0,好吧，反正我现在什么都忘记了，那就按你说的办吧。,,,,,,,,
1100,0,0,好耶，又有个强力小伙伴加入了。,,,,,,,,
1101,0,0,每个要加入创世之翼的人必须都要完成新人历练任务。,,,,,,,,
1102,0,0,真是麻烦。,,,,,,,,
1103,0,0,这次的任务是捕捉光辉丛林中的史莱姆。,,,,,,,,
1104,0,0,啊，史莱姆是什么？,,,,,,,,
1105,0,0,史莱姆是一种低级魔物，虽然战斗力比较弱但身上却有着巨大的能量，用他来献祭最合适不过了。,,,,,,,,
1106,0,0,献祭？,,,,,,,啊。,
1107,0,0,这些魔物身上都有着一种神奇的能量，通过献祭仪式可以将这些能量转移，从而变的更强大。,,,,,,,,
1108,0,0,听着似乎很有趣。,,,,,,,,
1109,0,0,先别管这么多了，完成任务要紧，我们要趁天黑前抓到他们。,,,,,,,,
1110,0,0,走，出发吧。,,,,,,,,
1111,0,0,嘘，前面好像有一群史莱姆。,,,,,,,,
1112,0,0,哦那些果冻状的就是史莱姆啊。,,,,,,,,
1113,0,0,是的，史莱姆生性比较胆小，而且受惊吓了会潜到地下，所以要轻点，别让他们跑了。,,,,,,,,
1114,0,0,知道了，那我们慢慢挪过去吧。,,,,,,,,
1115,0,0,哇吱哇吱~~~,,,,,,,,
1116,0,0,被发现了，只有先打倒他们了。,,,,,,,,
1117,0,0,嗯嗯。,,,,,,,,
1118,0,0,果然很弱，这么轻松就抓到了，任务完成，哈哈。,,,,,,,,
1119,0,0,只不过是新人历练任务，没什么好得意的。,,,,,,,,
1120,0,0,对了，你想体验下献祭吗？,,,,,,,,
1121,0,0,那当然了，赶紧来试试吧。,,,,,,,,
1122,0,0,先點擊左上角按鈕可以回到首頁。,,,,,,,,
1123,0,0,順帶說一句，在冒險過程中可以隨時退回至首頁進行一些操作，然後點擊“繼續”按鈕繼續之前的冒險。,,,,,,,,
1124,0,0,好了，讓我們先進入獻祭介面吧，可以通過點擊“強化”按鈕進入。,,,,,,,,
1125,0,0,這裡就是獻祭殿堂了，你知道什麽是獻祭儀式嗎？,,,,,,,,
1126,0,0,獻祭是能將兩個靈魂融合在一起的神聖儀式。,,,,,,,,
1127,0,0,选择一个英雄作为献祭仪式的祭品，来增强其他英雄的能力。,,,,,,,,
1128,0,0,献祭之后，祭品会消失，但是献祭对象会得到技能经验。,,,,,,,,
1129,0,0,积累技能经验能够提升技能等级，提升技能等級就能在戰鬥中增加技能的觸發概率。,,,,,,,,
1130,0,0,好了，现在就让我们来开始献祭吧。,,,,,,,,
1131,0,0,首先，请选择要强化的英雄。,,,,,,,,
1132,0,0,接着，选择作为祭品的英雄，最多一次选择8名。,,,,,,,,
1133,0,0,你可以一個個選擇祭品，也可以通過使用快捷方式來添加。,,,,,,,,
1134,0,0,一鍵添加會自動添加品質較低的英雄。,您就當放個屁把我放了吧••••,,,,,,,
1135,0,0,添加史萊姆可以自動添加隊伍中的史萊姆。,,,,,,,,
1136,0,0,來試試添加史萊姆吧，點擊“添加史萊姆”按鈕。,,,,,,,,
1137,0,0,好了，準備工作完成了，點擊“確定”就可以開始儀式了。,,,,,,,,
1138,0,0,看，技能等級和技能觸發幾率都增加了，是不是很簡單啊！,,,,,,,,
1139,0,0,好了，獻祭完成了，我們回到地圖繼續冒險吧。,,,,,,,,
1140,0,0,教导新人什么的最辛苦了，这两天可累死我了。,,,,,,,,
1141,0,0,接下来的战斗让士兵陪着你吧，我要休息会了。,,,,,,,,
1142,0,0,在冒险过程中或者战斗开始前可以切换后排队员至前排进行战斗。,,,,,,,,
1143,0,0,作为后备队员，在地图中移动时可以回复血量的哦！,,,,,,,,
1144,0,0,点击“苏拉”的位置。,,,,,,,,
1145,0,0,这里可以进行前排和后备队员的切换。,,,,,,,,
1146,0,0,点击“上阵”按钮即可切换后备队员至前排。,,,,,,,,
1147,0,0,XXX，有一件事我考虑了很久，今天要郑重的跟你说！！,,,,,,,,
1148,0,0,自我加入创世之翼的那天起，我就憧憬着有一天能成为S級赏金猎人，只是现在看来离梦想太遥远了。,,,,,,,,
1149,0,0,但我觉得你很有希望，從你身上我看到了很多不一样的特质，所以我现在的理想就是把你塑造成S级赏金猎人，嘿嘿~,,,,,,,,
1150,0,0,你这好像是把自己的理想强加到别人身上吧。,,,,,,,,
1151,0,0,別打岔，简单的说就是我以后不再参与战斗了，专心做你的经纪人，帮你领取任务，提供情报，顺便管理赏金，哈哈。,,,,,,,,
1152,0,0,说的真是冠冕堂皇，不过对于现在的我来说有个目标在也不是坏事。,,,,,,,,
1153,0,0,这样就对了嘛，加油加油！,,,,,,,,
1154,0,0,剛才不是得到幾顆魔石嘛，魔石可不是簡單的石頭，通过魔石可以与魔神界英雄签订契约，为我们服务，讓我們來召喚試試吧。,,,,,,,,
1155,0,0,召喚殿堂是召喚英雄的地方，點擊“召喚”按鈕。,,,,,,,,
1156,0,0,在这里可以召唤到强力的英雄们，让他们加入你的队伍。,,,,,,,,
1157,0,0,英雄从稀有度共有5个等级：普通D级、精良C级、稀有B级、史诗A级以及传说S级。,,,,,,,,
1158,0,0,英雄的稀有度越高，实力越强，传说S级是当中最强的英雄。,,,,,,,,
1159,0,0,你也可以通过进化将低级进化到高级。,,,,,,,,
1160,0,0,每天系统会赠送一颗免费的低级魔石，你可以通过它来召唤一名英雄。,,,,,,,,
1161,0,0,英雄们已经蠢蠢欲动了，赶紧去收编他们把。,,,,,,,,
1162,0,0,先点击“中级魔石”。,,,,,,,,
1163,0,0,恭喜获得三名强力英雄。,,,,,,,,
1164,0,0,你可以在結果介面中查看召喚到的英雄詳細情況。,,,,,,,,
1165,0,0,如果你拥有更高级的魔石，你可以通过召唤获得更加强力的英雄。,,,,,,,,
1166,0,0,每天都可以来这里看看，说不定会有一些新的强力英雄出现，可不要错过呦。,,,,,,,,
1167,0,0,有了小伙伴们的加入，我们队伍更庞大了。,,,,,,,,
1168,0,0,好了，現在讓我們繼續冒險吧。,,,,,,,,
1169,0,0,這裡是區域選擇介面，我们接下来的任务都会在这些区域完成。,,,,,,,,
1170,0,0,只有通過一關才能開啟下一關，现在讓我們開始冒險吧。,,,,,,,,
1171,0,0,這裡是關卡選擇介面，你可以在這裡選擇關卡，以及查看關卡的情报。,,,,,,,,
1172,0,0,這裡可以進行出發前的部署，可以抽卡，強化以及配置陣型。,,,,,,,,
1173,0,0,召喚和獻祭你應該都會了吧，現在讓我們來試試配置隊伍。,,,,,,,,
1174,0,0,點擊“隊伍配置”。,,,,,,,,
1175,0,0,這裡是隊伍配置介面，在這裡你可以將你獲得的英雄配置到冒險隊伍中。,,,,,,,,
1176,0,0,點擊“自動配置”按鈕，系统会自动挑选最强力的英雄编成队伍。,,,,,,,,
1177,0,0,现在你的队伍已经具备一定实力了！如果想队伍更强大那就去召唤殿堂召唤更强的英雄吧。,,,,,,,,
1178,0,0,相信你总有一天你会拥有一支能够创世五虎一样的黄金战队的。,,,,,,,,
1179,0,0,这次收到的可是C级任务哦，任务内容是调查村民失踪事件，这次是你第一次带队执行任务，一切要小心哦。,,,,,,,,
1180,0,0,放心，我搞的定。,,,,,,,,
1181,0,0,过了这片树林就是事件发生的村子了，我们先去村子调查下情况。,,,,,,,,
1182,0,0,前面就是村子了，我们先过去看看。,,,,,,,,
1183,0,0,村庄里一位老婆婆坐在地上哭泣,,,,,,,,
1184,0,0,老婆婆，你为什么在这里哭啊？,,,,,,,,
1185,0,0,呜呜呜~~~我的孙子被魔物抓走快半个月了，我想他肯定遭遇不测了，我也不想活了，呜呜呜~~~~,,,,,,,,
1186,0,0,老婆婆您先别急，我们是创世之翼，是受你们委托专门来调查这次事件的。,,,,,,,,
1187,0,0,啊，创世之翼终于来了，呜呜呜~,,,,,,,,
1188,0,0,你放心，我们一定会查清真相的。对了，除了您孙子外村子里还有人失踪吗？,,,,,,,,
1189,0,0,村子里所有的小孩都失踪了，只剩下我们这些老弱病残，呜呜呜~~~哦，对了，据说考林家的儿子没被抓走，他应该知道一些东西。,,,,,,,,
1190,0,0,太好了，他现在在哪里呢？,,,,,,,,
1191,0,0,可能是因为惊吓过度，不敢呆在村子里了，怕又被魔物抓走，好像躲在村子后面的树林里，这两天我们也都在找他，如果找到他应该可以有一些线索。,,,,,,,,
1192,0,0,那我们马上出发去找他，老婆婆您放心，我们一定会把您的孙子给带回来的。,,,,,,,,
1193,0,0,谢谢英雄！！！,,,,,,,,
1194,0,0,出发吧。,,,,,,,,
1195,0,0,根据刚刚收集到的情报，这里应该就是考林的儿子躲藏的森林，我们开始搜索吧。,,,,,,,,
1196,0,0,嗯嗯。,,,,,,,,
1197,0,0,一名小孩神色慌张的躲在一颗大石头后面,,,,,,,,
1198,0,0,找到他了。,,,,,,,,
1199,0,0,不要抓我，不要抓我，呜呜呜~~~,,,,,,,,
1200,0,0,小朋友，别怕，我们不是来抓你的，我们是创世之翼，是来调查你们村子儿童失踪事件的，找你是想问一些情况。,,,,,,,,
1201,0,0,我不知道我不知道，你们就让我躲在这儿吧，我什么都不知道！！！！！！！,,,,,,,,
1202,0,0,你是男子汉勇敢点！！！！,,,,,,,,
1203,0,0,经过XXX的怒吼，小孩稍显镇定。,,,,,,,,
1204,0,0,呜呜呜，好吧，事情是这样的，那天我跟小伙伴们在森林里玩，突然来了个奇怪的人，它长着鹿的角和鹿的腿，还长着尾巴，他非要跟我们一起玩，我们从没见过这样的人，都吓坏了。,,,,,,,,
1205,0,0,小伙伴正准备逃走，怪人突然变的很愤怒，用他手上的魔杖一挥，小伙伴们不知怎么回事竟然都乖乖的跟着他走了。,是嗎？我瞧瞧潛過去看看。,,,,,,,
1206,0,0,我因为躲在树后没被发现才躲过去的，不知道小他们现在怎么样了，是不是被吃掉了啊，呜呜呜。,,,,,,,,
1207,0,0,可恶的魔物，我们必须赶紧找到他。小朋友，你知道他们去了哪里吗？,,,,,,,,
1208,0,0,我只知道他们好像穿过这片森林了。,,,,,,,,
1209,0,0,事不宜迟，我们出发吧！,,,,,,,,
1210,0,0,嗯嗯，小朋友，你也别害怕，我们正过去打倒怪物呢，村里人都很担心你，赶紧回家去吧。,,,,,,,,
1211,0,0,知道了，呜呜呜~,,,,,,,息送到各個附近的分殿，力求在我們創世之翼發現前得到。,
1212,0,0,这里应该就是魔物躲藏的地方，开始搜索吧。,,,,,,,,
1213,0,0,你听见了吗？似乎有小孩玩耍的声音。,,,,,,,,
1214,0,0,是啊，赶紧过去看看。,,,,,,,,
1215,0,0,大家被眼前的一幕惊呆了，一群小孩正在跟那个鹿角怪一起玩耍，而且玩的很开心。,,,,,,,,
1216,0,0,这……这是什么情况？,,,,,,,,
1217,0,0,你们是谁？来干吗？,,,,,,,,
1218,0,0,可恶的魔物，竟然抓走小孩陪你玩！！！,,,,,,,,
1219,0,0,你们是想来带走他们吗？,,,,,,,,
1220,0,0,是的，乖乖的放他们回去，饶你不死。,,,,,,,,
1221,0,0,绝不允许！！！哇啊啊啊啊啊啊！！！！,,,,,,,,
1222,0,0,为什么，为什么要这么对我，你们把我孤零零的召唤到这个世界，我渴望接触这边的人类，你们却把我当怪物，不愿接受我！,,,,,,,,
1223,0,0,我花了好长时间让小朋友接受我，而现在你们却又要打破它！！！！,您就當放個屁把我放了吧••••,,,,,,,
1224,0,0,既然来到了这个世界，那就要遵守这个世界的规则，只要你能善待村民们，迟早有一天他们回接受你的。,,,,,,,,
1225,0,0,呜呜呜，好吧，是我错了，你带他们走吧，我会慢慢适应这个世界的。,,,,,,,,
1226,0,0,对了，你知道是谁把你召唤到这个世界来的吗？,,,,,,,,
1227,0,0,我只知道是一群穿着黑色斗篷的人，神神秘秘的，然后给我下命令去袭击村民们，因为我厌恶战斗，只喜欢玩，所以就到森林里躲起来了。,,,,,,,,
1228,0,0,穿黑色斗篷的人？难道是人类？,,,,,,,,
1229,0,0,为什么我会感觉到一丝悲伤。,,,,,,,,
1230,0,0,没想到这次任务会这么顺利，这次的奖励很丰厚哦，哈哈。,,,,,,,,
1231,0,0,果然没看错，成长的挺快嘛，我敢保证你一定会成为创世五虎那样伟大的赏金猎人。,,,,,,,,
1232,0,0,创世五虎？,,,,,,,,
1233,0,0,创世五虎是初代的赏金猎人，也是代表着创世之翼最强战斗力的队伍，成为像创世五虎那样的人是所有赏金猎人的愿景。,,,,,,,,
1234,0,0,圣殿之战你知道吗，创世五虎与S级神魔作战，最终虽然战败了，但他们的英勇事迹依然激励着我们每一个人赏金猎人。,,,,,,,,
1235,0,0,虽然不太明白，但还是觉得好厉害。,,,,,,,,
1236,0,0,……,,,,,,,,
1237,0,0,集合了！！！,,,,,,,,
1238,0,0,又有什么任务了吗？,,,,,,,,
1239,0,0,是的，这次可厉害了，是军部发布的任务。,,,,,,,,
1240,0,0,军部？创世之翼不是赏金猎人联盟吗，怎么跟政府扯上关系了。,,,,,,,,
1241,0,0,创世之翼另一个身份可是政府唯一的雇佣军，有什么紧急任务都是交付给我们创世之翼呢。,,,,,,,,
1242,0,0,不太明白，如果都是雇佣军来做事，那军部有什么存在的意义？,,,,,,,,
1243,0,0,军部几乎不养什么军队，但他们控制了整个大陆魔石的开采和管理，而我们要壮大队伍必须借助异界魔神的力量，因此他们都以魔石作为代价让创世之翼为其服务。,,,,,,,,
1244,0,0,而且他们掌握着最先进的召唤术，据说连S级神魔都能召唤出来，这也是创世之翼要臣服于政府的原因。,,,,,,,,
1245,0,0,唉，突然觉得自己好悲哀，不过是个打手。,,,,,,,,
1246,0,0,你想多了，笨蛋。话说回来这次的任务挺棘手的，此前被军部监禁的魔物马面人和牛头人突然暴走，从监狱逃跑了，现在下落不明，他们是极其危险的魔物，我们的任务就是回收他们。,,,,,,,,
1247,0,0,为军部擦屁股的事，想想真是不爽啊。,,,,,,,,
1248,0,0,别抱怨了，赶紧出发吧，我们从迷雾之森开始搜起。,,,,,,,,
1249,0,0,你们是创世之翼的人吧，有什么发现吗？,,,,,,,,
1250,0,0,暂时还没有。,,,,,,,,
1251,0,0,给我仔细点搜，发现状况及时汇报。,,,,,,,,
1252,0,0,知道了，哼！,,,,,,,,
1253,0,0,这些就是军部的人吗？态度这么傲慢。,,,,,,,,
1254,0,0,是啊，让我们帮忙还这么嚣张，哼。,,,,,,,,
1255,0,0,不过也没办法，魔石都掌握在他们手里，只能忍了。,,,,,,,,
1256,0,0,总有一天我要教训他们。,很快會有消息的。,,,,,,,
1257,0,0,收到情报，马面人就在密林深处，你们赶紧过去堵截他。,,,,,,,,呵呵......
1258,0,0,终于有线索了啊。,,,,,,,,
1259,0,0,记住一旦发现要第一时间通知我们，不可擅自行动。,,,,,,,,
1260,0,0,知道了。,,,,,,,,
1261,0,0,走吧，赶紧抓到魔物完成任务吧，看见这帮人就不舒服。,,,,,,,,
1262,0,0,嗯嗯。,,,,,,,,
1263,0,0,一群英雄殿士兵倒在地上，似乎有战斗过的痕迹。,,,,,,,,
1264,0,0,你们怎么了？,,,,,,,,
1265,0,0,刚我们与马面人交战了，但被它给跑了。,,,,,,,,
1266,0,0,真够弱的，这么一群人抓不住一只魔物。,,,,,,,,
1267,0,0,你，你说什么？敢惹我们军部，不想活了吗？,,,,,,,,
1268,0,0,对不起队长，这是我们新来的，不清楚状况。,,,,,,,,
1269,0,0,管好你的手下。,,,,,,,,
1270,0,0,好的，好的。,,,,,,,,
1271,0,0,别冲动，惹他们没好处的。你看地上有一些血迹，似乎马头人也受伤了，我们就沿着血迹追踪吧。,，其他遊戲的NPC也和你一樣沒心沒肺的？,,,,,,,
1272,0,0,哎~,,,,,,,,
1273,0,0,对了，话说軍部囚禁这些魔物干吗啊？,,,,,,,,
1274,0,0,天知道，军部一直都神神秘秘的，谁知道他们在搞些什么勾当。,,,,,,,,
1275,0,0,总觉得有些奇怪。,,,,,,,,
1276,0,0,发现马头人了！！！看，就在前面的树下！,,,,,,,,
1277,0,0,嗯嗯，你先看着他，我去通知军部的人。,,,,,,,,
1278,0,0,不好了，马头人发现我们了，追上去先制服它再说了。,,,,,,,,
1279,0,0,嘶~~~~~~~~~~~,,,,,,,,
1280,0,0,军部的人来了。,,,,,,,,
1281,0,0,为什么不事先通知我们？,,,,,,,,
1282,0,0,我们被马头人发现了，他想跑，被我们制服了。,,,,,,,,
1283,0,0,笨蛋，我们是想通过马头人去找到牛头人的，将他们一网打尽的，哼，一群碍事的家伙。,,,,,,,,
1284,0,0,好了，这里没你们什么事了，你们去找牛头人吧。,,,,,,,,
1285,0,0,呜哇哇，受不了了，我一定要宰了这帮家伙。,,,,,,,,
1286,0,0,额，你消消气，再忍忍，毕竟他们是我们的雇主。,,,,,,,,
1287,0,0,呼呼呼呼~~~~,,,,,,,,
1288,0,0,收到情报，牛头人在荒芜之地，我们走吧。,,,,,,,,
1289,0,0,真不想为这帮人卖命！！,,,,,,,,
1290,0,0,牛头人暴走了会伤及村民的，就当帮村民们一个忙吧。,,,,,,,,
1291,0,0,只此一次，下次军部的任务别找我了。,,,,,,,,
1292,0,0,这里就是荒芜之地了，你准备好了吗？,,,,,,,,
1293,0,0,出发吧。,,,,,,,,
1294,0,0,看，前面军部的人正在跟牛头人战斗呢。,是嗎？我瞧瞧潛過去看看。,,,,,,,
1295,0,0,就这帮废人，想必肯定降服不了牛头人吧。,,,,,,,,
1296,0,0,过去帮忙吧。,,,,,,,,
1297,0,0,唉，真不想出手。,,,,,,,,
1298,0,0,快抓住他！,,,,,,,,
1299,0,0,吼！！！！！！,,,,,,,,
1300,0,0,没想到这些召唤失败品竟然还费我们这么大力气。,,,,,,,,
1301,0,0,召唤失败品？,,,,,,,,
1302,0,0,额。。。你听错了，我什么都没说！,,,,,,,,
1303,0,0,沒你們的事了，赶紧走吧！,,,,,,,,
1304,0,0,突然，被制伏的牛头人挣脱束缚，朝森林里飞奔。,,,,,,,,
1305,0,0,啊啊啊啊啊啊！,,,,,,,,
1306,0,0,没想到又暴走了，白费这么多力气。,,,,,,,,
1307,0,0,对了，创世之翼的你们过来，赶紧去帮我把那头死牛降服了！！,,,,,,,,我偉大神父降臨的聖石！
1308,0,0,吼什么吼，牛头人我们制伏了，任务也完成了，他是在你们自己手里跑走的，你们自己去抓吧。,,,,,,,,運了。
1309,0,0,你，，你是哪个班的，竟敢得罪军部！！！！,,,,,,,,
1310,0,0,长官消消气，我们这就去抓。,,,,,,,,
1311,0,0,呼呼呼呼~~,,,,,,,,
1312,0,0,走啦走啦，别理他们。,,,,,,,,
1313,0,0,在想什么呢？,,,,,,,,
1314,0,0,我在想刚刚军部的人说的话，召唤失败品到底是什么意思呢？,,,,,,,,
1315,0,0,我早说里面肯定有问题了。,,,,,,,,
1316,0,0,如果是正常的契约召唤，被召唤魔神应该是有人类意识的，而刚看到的牛头人与马头人却跟野兽没什么区别，难道这就是所谓的召唤失败品？,,,,,,,,
1317,0,0,照这么说，难道底比琉斯大陆里这些四处遍布的魔物都是召唤失败品？,,,,,,,,
1318,0,0,这个……也许是我想多了。不管这么多了，这些也不是我们要考虑的，继续去找那只老牛吧。,,,,,,,,
1319,0,0,前面有只长着牛头的怪物发疯了，看见人就攻击。,,,,,,,,
1320,0,0,没错，是牛头人，应该就在前面！,,,,,,,,
1321,0,0,牛頭人似乎是在暴走状态，千万要小心。,,,,,,,,
1322,0,0,嗯，看来不好对付。,,,,,,,,
1323,0,0,吼~~~吼~~~吼~~~~~~~~~~,,,,,,,,
1324,0,0,受死吧！！！,,,,,,,,
1325,0,0,看来他们果然没有自我意识，看见人类就攻击，这种召唤术非常危险，军部为什么要进行这种实验呢？,,,,,,,,
1326,0,0,不知道，反正肯定不是什么好事。,,,,,,,,
1327,0,0,不想了，任务终于完成了，剩下的让军部的人自己处理吧。,,,,,,,,
1328,0,0,嗯嗯，回去一定要喝个痛快，哈哈哈。,,,,,,,,
1329,0,0,组织又指派新任务了，我们赶紧出发,,,,,,,,
1330,0,0,这么急啊，这次什么任务啊？,,,,,,,,
1331,0,0,收到情报，迷雾之森附近的村民感染了一种奇怪的病毒，中毒者三天之内就会神志不清，而且病毒传播速度非常快，我们要尽快调查出病毒的源头阻止扩散。,,,,,,,,
1332,0,0,好像挺严重的样子。,,,,,,,,
1333,0,0,这里就是迷雾之森了，因为长年比较潮湿，这里盘踞了诸多巨毒魔物，千万要小心,,,,,,,,
1334,0,0,知道了。,,,,,,,,
1335,0,0,地上躺着一个人，在痛苦的挣扎着。,,,,,,,,
1336,0,0,老爷爷你怎么了。,,,,,,,,
1337,0,0,离我远点！！！！我中毒了，这种病毒很容易传染，不想死的话就赶紧走开。,,,,,,,,
1338,0,0,我们是创世之翼，是来调查病毒的情况的。,,,,,,,,
1339,0,0,没用的，我是村子理的医生，这次病毒不是一般的病毒，我已经用各种药都试过了，都没有效果。,,,,,,,,
1340,0,0,为了寻找解毒药，我只能以身试毒，现在已经有一些眉目了，相信再给我点时间一定可以研制出解药。,,,,,,,,
1341,0,0,你知道病毒是如何被感染的吗？,,,,,,,,
1342,0,0,是被一种奇怪的蜘蛛咬的。,,,,,,,,
1343,0,0,奇怪的蜘蛛？,,,,,,,,
1344,0,0,是的，这种蜘蛛我活了这么多年了，从来没见到过，不知道它们是从哪里来的，不过可以肯定的是这次病毒是由这种蜘蛛引起的。,,,,,,,,
1345,0,0,知道了，老爷爷我先让下属带你回村子研究解药。,,,,,,,,
1346,0,0,那有劳了，我也会全力研究解药解救村民的。,,,,,,,,
1347,0,0,我怀疑这些奇怪的蜘蛛一定又是异界魔物带过来的。,,,,,,,,
1348,0,0,我也这么想，那要赶紧找到这个魔物了。,,,,,,,,
1349,0,0,可迷雾之森这么大怎么找啊。,,,,,,,,
1350,0,0,我暂时也没头绪，但这些蜘蛛似乎是从森林深处扩散出来的，我们先往里面走吧。,,,,,,,,
1351,0,0,看，越往里走，蜘蛛就越多，看来我们的猜测没错。,,,,,,,,
1352,0,0,嗯嗯，那我们加快速度吧。,,,,,,,,
1353,0,0,蜘蛛越来越多了，好恶心啊，最讨厌蜘蛛蝎子什么的了。,,,,,,,,
1354,0,0,话说我也有点密集恐惧症。,,,,,,,,
1355,0,0,再也不接这种任务了，呜呜呜。,,,,,,,,
1356,0,0,啊呀！,,,,,,,,
1357,0,0,只见苏拉的小腿部出现一排黑色的齿痕。,,,,,,,,
1358,0,0,不好，你中毒了。,,,,,,,,
1359,0,0,呜哇哇，怎么办，怎么办，我要死了！！！！,,,,,,,,
1360,0,0,可恶的毒虫，别紧张，我先帮你包扎一下。,,,,,,,,
1361,0,0,一早我就有种不祥的预感，果然应验了，呜呜呜~,,,,,,,,
1362,0,0,要不这样，你先回去，我继续搜寻魔物。,,,,,,,,
1363,0,0,只能这样了，这些可恶的蜘蛛，XXX，你一定要帮我报仇哦，呜呜呜~,,,,,,,,
1364,0,0,这满地的蜘蛛，似乎离的越来越近了，我自己也要小心。,,,,,,,,
1365,0,0,这里是迷雾之森最深处了，魔物应该就是这里了，苏拉、村民们，你们一定要坚持住。,,,,,,,,
1366,0,0,终于找到你了，死蜘蛛！！！,,,,,,,,
1367,0,0,呜哈哈哈哈，又来了一个送死的人。,,,,,,,,
1368,0,0,呜哈哈哈哈，好喜欢好喜欢这个世界，看着你们痛苦的表情，我就好欢乐好欢乐~,,,,,,,,
1369,0,0,不想死的话就给我解药，然后跟你那帮丑恶的蜘蛛一起滚回魔界！,,,,,,,,
1370,0,0,呜哈哈哈哈，你也太自不量力了，就让你体味下求生不得，求死不能的感受吧！,,,,,,,,
1371,0,0,额，竟然败了。,,,,,,,,
1372,0,0,你以为人类就这么好欺负嘛，快把解药交出来，我就饶你一命。,,,,,,,,
1373,0,0,呜哈哈哈哈，你以为打败我你们就赢了吗？你们人类就是天真，在我们魔神界面前你们不过是蝼蚁，这也只是刚刚开始，好戏在后头呢。,,,,,,,,
1374,0,0,薩隆大人，我来效忠你了！！,,,,,,,,
1375,0,0,说完阿爾克墨涅一道金光闪过，瞬间消失了。,,,,,,,,
1376,0,0,看来是被召回魔界去了，薩隆？好熟悉的名字？,,,,,,,,
1377,0,0,没时间想这么多了，虽然蜘蛛被消灭了，但苏拉和村民的毒怎么办。,,,,,,,,
1378,0,0,嘿，我回来了！！！！,,,,,,,,
