zoneID,rewardeventID,item%,monster%,event%,wood%,treasure%,chest%,littlegold%,biggold%,woodprobabilityID,treasureprobabilityID,chestprobabilityID,monster1ID,monster2ID,monster3ID,monster4ID,monster5ID,monster6ID,monster7ID,monster8ID,monster9ID,monster10ID,event1ID,event1%,event2ID,event2%,event3ID,event3%,event4ID,event4%,event5ID,event5%,mapevent1ID,mapevent2ID,mapevent3ID,mapevent4ID,mapevent5ID
90805,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100101,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100102,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100103,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100104,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100105,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100201,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100202,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100203,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100204,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100205,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100301,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100302,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100303,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100304,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100305,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100401,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100402,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100403,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100404,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100405,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100501,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100502,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100503,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100504,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100505,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100601,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100602,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100603,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100604,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100605,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100701,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100702,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100703,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100704,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100705,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100801,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100802,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100803,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100804,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
100805,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080101,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080102,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080103,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080104,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080105,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080201,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080202,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080203,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080204,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080205,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080301,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080302,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080303,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080304,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080305,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080306,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080307,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080308,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080309,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080310,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
20080311,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
